index,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
171,2 Bedroom Garden Apartment in Brooklyn,172885803,Jeannie & Everett,Brooklyn,Bedford-Stuyvesant,40.68807,-73.93634,Entire home/apt,150,4,42,7/07/2019,2.69,1,244
172,"Beautiful, Cozy Apartment",6434434,Jenna,Queens,Ditmars Steinway,40.7789,-73.90688,Entire home/apt,110,2,14,10/12/2017,0.29,1,0
173,"Beautiful 4BR/4BA Home, Staten Island, NY City.",1483081,Marina,Staten Island,Tottenville,40.50868,-74.23986,Entire home/apt,299,3,59,8/07/2019,0.82,1,245
174,❤️FAB APT WITH PRIVATE GARDEN NEAR CENTRAL PARK!,39603281,Marty,Manhattan,Upper West Side,40.79437,-73.97152,Entire home/apt,165,1,188,5/07/2019,4.42,1,328
175,Sunny Studio Next to Central Park,35651880,Ayesha,Manhattan,Upper West Side,40.79874,-73.96034,Entire home/apt,130,3,18,30/09/2017,0.39,1,0
176,Cozy Private Budget room,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68111,-73.91294,Private room,40,5,0,,,10,356
177,3 Bedroom 2.5  Bath Multilevel Home,195137,James,Manhattan,Harlem,40.82312,-73.94971,Entire home/apt,433,5,108,3/06/2019,1.44,2,318
178,Cozy shared room in the middle of Manhattan,251817021,Lincoln,Manhattan,Hell's Kitchen,40.76838,-73.98723,Shared room,95,1,4,30/05/2019,1.2,5,21
179,Cozy minimalist room close to train (1),74179880,Silvia,Brooklyn,East New York,40.67539,-73.89039,Private room,33,3,101,16/06/2019,2.92,8,323
180,Prime Upper West Side family home top floor,1250061,John,Manhattan,Upper West Side,40.79121,-73.96963,Entire home/apt,260,3,82,2/07/2019,2.05,1,12
181,XL off Fifth Avenue & Central Park,23084155,Stefani,Manhattan,Upper East Side,40.7671,-73.96968,Entire home/apt,275,2,20,2/01/2019,0.45,1,0
182,2 BEDS -YOUR ROOM IN CONVERTED FACTORY -NEAR METRO,35606248,Blake And Madia,Brooklyn,Bushwick,40.70274,-73.9263,Private room,82,2,24,23/05/2019,2.14,5,365
183,"Sunny, peaceful room in Ridgewood/Bushwick",102599996,Dean,Queens,Ridgewood,40.70707,-73.91455,Private room,40,30,6,2/05/2018,0.29,1,0
184,Airy 1BR in Midtown East by Sonder,12243051,Sonder,Manhattan,Kips Bay,40.74295,-73.97177,Entire home/apt,187,29,0,,,96,323
185,Single Bedroom-Upper East Side-Central Park,180212824,Samet,Manhattan,Upper East Side,40.76718,-73.95715,Private room,80,1,3,21/12/2018,0.42,5,0
186,"Cosy room in NYC, two blocks from Central Park!",37218085,Marie,Manhattan,Upper West Side,40.79964,-73.96437,Private room,70,3,2,13/08/2016,0.06,1,0
187,"Huge, Sunny, Open Loft in Brooklyn",1633100,Ana,Brooklyn,Bushwick,40.70462,-73.9228,Entire home/apt,120,2,42,20/06/2019,0.48,1,238
188,M1 Twin couch bed sleeps 1 guest,295128,Carol Gloria,Bronx,Clason Point,40.81231,-73.85535,Shared room,45,1,7,1/07/2019,0.14,7,365
189,Cozy Studio Apt in Prospect Heights,61842904,Catherine,Brooklyn,Crown Heights,40.67727,-73.96251,Entire home/apt,106,7,7,20/06/2019,0.18,3,26
190,"Spacious Room at Broome St, LES",19195540,Dor,Manhattan,Chinatown,40.71723,-73.99164,Private room,150,4,36,4/06/2019,0.71,3,294
191,Beautiful Williamsburg townhouse on a park.,230856,Gabrielle & Malcolm,Brooklyn,Williamsburg,40.7154,-73.93866,Entire home/apt,295,30,6,19/04/2018,0.13,1,0
192,Charming Harlem Studio!,81970141,Emily,Manhattan,Harlem,40.82932,-73.94696,Entire home/apt,119,2,15,1/07/2019,2.38,1,12
193,Location!! Sunny Room in MidCentury Soho Apt,19638146,Brett,Manhattan,SoHo,40.72527,-74.00043,Private room,105,1,18,16/06/2019,5.57,3,91
194,Cozy Hell's Kitchen Apt,39754804,Karen,Manhattan,Hell's Kitchen,40.76438,-73.99482,Entire home/apt,125,1,64,22/06/2019,1.88,1,0
195,Semi Private Bedroom,214190693,Samantha,Bronx,Fordham,40.85536,-73.90242,Shared room,55,1,3,23/02/2019,0.31,1,83
196,Cozy 1 bedroom apartment in Queens,24594555,Eva,Queens,Maspeth,40.72736,-73.89659,Entire home/apt,100,2,87,6/07/2019,3.19,1,245
197,Artsy English Basement Apartment,7016520,Patricia,Brooklyn,Windsor Terrace,40.65497,-73.97459,Entire home/apt,120,2,17,24/06/2019,0.33,1,0
198,Two Bedroom Apartment Queens Near  Subway to NYC,48032663,Naomi,Queens,Richmond Hill,40.70171,-73.82991,Entire home/apt,65,2,95,6/07/2019,4.13,1,105
199,Heart of Upper East Side Home w/ washer-dryer,2939479,Danielle,Manhattan,Upper East Side,40.7751,-73.95294,Private room,125,3,2,1/07/2019,0.32,1,23
200,Stay in Lovely 2 BR/1 BA Flatbush Apartment,95114505,Aiesha & Stacy,Brooklyn,East Flatbush,40.64874,-73.94467,Entire home/apt,150,3,3,30/06/2019,3,1,0
201,Charming Brooklyn Getaway,1968327,Azza,Brooklyn,Bedford-Stuyvesant,40.69268,-73.95575,Private room,70,2,6,20/05/2019,0.12,1,365
202,Cozy and private room in the East Village,27895393,Daniel,Manhattan,East Village,40.72295,-73.98487,Private room,95,3,23,27/05/2019,1.05,1,229
203,"Quiet, private room Upper West Side",3879284,Aidan,Manhattan,Upper West Side,40.77578,-73.97794,Private room,140,2,16,1/04/2018,0.47,1,0
204,HARLEM CLEAN & COMFY SPACE,227021565,Alexander,Manhattan,Harlem,40.82669,-73.93832,Private room,44,1,15,20/06/2019,2.38,1,45
205,2 Level Loft room in Artist Studio,7351,Tanda,Brooklyn,South Slope,40.66483,-73.98892,Private room,84,2,11,4/09/2018,0.2,3,87
206,Cosy place in the West Village,128210772,Max,Manhattan,West Village,40.73096,-74.00406,Private room,100,4,1,19/05/2017,0.04,1,0
207,"3BR, 1.5 Bath in Bushwick (10 Mins to Manhattan!)",269865501,Adela,Brooklyn,Bushwick,40.69297,-73.92111,Entire home/apt,275,2,0,,,3,360
208,Clean Cosy Bedroom w/Desk 10min to JFK & Big Mall,6166708,Christine & Einstein,Queens,Rosedale,40.65252,-73.73425,Private room,22,1,59,17/05/2019,2.1,1,0
209,Beautiful Luxury Building Studio Apartment,10089405,Sini,Brooklyn,Fort Greene,40.68643,-73.97873,Entire home/apt,120,1,1,4/01/2019,0.16,1,1
210,Small Artsy Room in HEART OF BROOKLYN,136818122,Leah,Brooklyn,Greenpoint,40.72351,-73.94241,Private room,40,3,3,2/07/2017,0.12,1,0
211,Cozy private room in Williamsburg,228000501,Dylan,Brooklyn,Williamsburg,40.70996,-73.96495,Private room,50,3,6,30/06/2019,0.82,1,38
212,Luxury room at Hudson Yards,158731650,Jamal,Manhattan,Hell's Kitchen,40.75605,-73.99797,Private room,139,1,0,,,1,0
213,"3Bdr Artist Apt. (L,M,J,Z trains)",35819315,Hui & Jon,Brooklyn,Bushwick,40.69593,-73.92057,Entire home/apt,172,3,135,28/06/2019,2.99,2,247
214,Charming Pad in Prime Bushwick,4592263,Natalie,Brooklyn,Bushwick,40.70192,-73.92464,Private room,55,30,0,,,1,0
215,Newly renovated room/ 10min LGA #1,51531044,Angela,Queens,Jackson Heights,40.75164,-73.87644,Private room,50,1,84,16/06/2019,2.1,4,302
216,Private bedroom in Williamsburg industrial loft,2378621,Julie,Brooklyn,Williamsburg,40.70431,-73.93273,Private room,54,12,0,,,1,0
217,"spacious and sunny room, with a rooftop",9121644,Dominic,Queens,Ridgewood,40.70334,-73.90647,Private room,85,2,5,2/09/2017,0.21,1,0
218,King's Airbnb,261167972,Roger,Brooklyn,Bedford-Stuyvesant,40.68366,-73.92011,Entire home/apt,180,2,9,7/07/2019,5.4,1,330
219,One bedroom in luxury FiDi building,17423162,Rishab,Manhattan,Financial District,40.7083,-74.01406,Private room,80,5,1,1/01/2017,0.03,1,0
220,Sonder | Stock Exchange | Dreamy Studio + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70735,-74.01221,Entire home/apt,215,2,1,16/06/2019,1,327,346
221,2 Bedroom by Bayside Train 21 mins from Manhattan,24771677,Noelle,Queens,Bayside,40.76324,-73.77111,Entire home/apt,200,2,45,30/06/2019,2.84,1,42
222,Prospect Heights Three Bedroom,28808966,Christopher,Brooklyn,Crown Heights,40.67815,-73.96232,Entire home/apt,180,1,0,,,1,0
223,"Space, elegance, and comfort - Room",9930219,Arlene,Manhattan,East Harlem,40.80029,-73.94294,Private room,90,3,7,27/02/2016,0.11,1,310
224,Private Oasis (A),131354448,Tammie,Queens,Flushing,40.7547,-73.81238,Private room,66,2,56,23/06/2019,2.27,4,63
225,cute comfortable & furnished heart of times square,207795404,Ros,Manhattan,Hell's Kitchen,40.75966,-73.98928,Entire home/apt,141,30,0,,,2,115
226,Location! Room in Bklyn 10 minutes to Manhattan B1,188015014,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69915,-73.94709,Private room,81,2,0,,,6,150
227,Charming brownstone in the heart of Brooklyn!,30730392,Vlada,Brooklyn,Clinton Hill,40.6898,-73.96731,Entire home/apt,122,4,1,29/06/2019,1,1,31
228,Photography Rooftop for Creatives :),62659791,Chiz,Brooklyn,Crown Heights,40.67833,-73.95349,Shared room,80,1,0,,,2,365
229,Beautiful room in Brooklyn (Bushwick),1267985,Thea,Brooklyn,Bushwick,40.70108,-73.9289,Private room,60,14,1,25/02/2017,0.03,1,0
230,A Spacious Private Peaceful Studio,1509452,Sayam,Brooklyn,Crown Heights,40.67494,-73.95841,Entire home/apt,80,15,2,31/10/2015,0.04,1,0
231,"Room w/ private bathroom, entrance",9662924,Albert,Brooklyn,Williamsburg,40.70669,-73.94943,Private room,85,5,1,5/01/2016,0.02,1,0
232,"Luxurious, Modern Studio in Heart of Chelsea, NY",168353272,Maddi,Manhattan,Chelsea,40.74376,-73.99313,Entire home/apt,220,1,9,9/06/2019,1.79,1,13
233,"Large, sunny Williamsburg room",5803786,Bailey,Brooklyn,Williamsburg,40.70727,-73.94025,Private room,75,2,1,28/09/2015,0.02,1,0
234,DaDukes Giza,139879568,Alberto,Queens,Long Island City,40.76538,-73.93882,Private room,85,1,18,27/05/2019,2.5,6,363
235,Hotel like stay in beautiful Brooklyn,742949,Adam,Brooklyn,Prospect Heights,40.67977,-73.96882,Entire home/apt,249,3,1,6/07/2019,1,1,89
236,Luxurious Village 1 bed!,2282450,Philip,Manhattan,West Village,40.73553,-74.00546,Entire home/apt,247,2,21,2/05/2018,0.41,2,173
237,Luxury Apt very close to public transport,44785902,Darlene,Manhattan,East Harlem,40.80173,-73.93347,Private room,100,5,0,,,1,0
238,Quiet Furnished Room in Greenpoint/Williamsburg,103862923,Jane,Brooklyn,Greenpoint,40.72482,-73.9525,Private room,37,3,4,1/01/2018,0.13,1,0
239,Huge Room For Rent Close to JFK and the Q train,197368927,Cebile,Brooklyn,Sheepshead Bay,40.60898,-73.95341,Private room,65,1,5,6/07/2019,1.83,8,348
240,Giant One-Bedroom In Heart Of Historic Area,245166170,Meg,Brooklyn,Flatbush,40.642,-73.95979,Entire home/apt,80,1,0,,,1,12
241,Cozy Two Bedrooms Home Away From Home  Getaway.,61673952,Artnell,Brooklyn,East Flatbush,40.63693,-73.92242,Entire home/apt,105,2,108,29/06/2019,4.18,1,320
242,UES apt right above the Q PRIVATE BATHROOM,143330625,Jessie,Manhattan,Upper East Side,40.76943,-73.95971,Private room,82,2,8,2/09/2018,0.68,1,0
243,Gorgeous Studio Apartment in the heart of Manhatan,13900556,Iryna,Manhattan,Upper East Side,40.77226,-73.95631,Entire home/apt,145,5,5,9/04/2019,0.3,1,0
244,"1 Train, Delis, Duane Read,Eat Outs",33128992,Sundar,Manhattan,Morningside Heights,40.81444,-73.95863,Private room,75,1,1,18/05/2015,0.02,1,0
245,Sunny Room in Old Historical Brooklyn Townhouse,149929,Obed,Brooklyn,Fort Greene,40.69101,-73.97312,Private room,44,8,27,29/06/2019,1.05,5,280
246,Private sunny room in Bushwick,11725595,Basil,Brooklyn,Bushwick,40.70415,-73.92551,Private room,100,1,0,,,1,0
247,New York City Historical Brownstone First Floor.,8000315,Naima,Manhattan,Harlem,40.8215,-73.95006,Entire home/apt,100,2,243,28/06/2019,4.65,2,250
248,"Comfortable Room in Lovely Home, quick ride to NYC",63913582,Karen,Brooklyn,Sunset Park,40.65651,-74.0029,Private room,60,2,34,13/06/2019,1,2,181
249,Stunning Apartment near Time Square,264817559,Claudio,Manhattan,Hell's Kitchen,40.76288,-73.9915,Entire home/apt,223,3,3,3/07/2019,3,1,25
250,Park views and city fun for July & August,11175,Teri,Brooklyn,Prospect-Lefferts Gardens,40.6622,-73.96208,Entire home/apt,130,30,0,,,1,129
251,BRIGHT & PRIVATE EAST VILLAGE STUDIO APARTMENT,12161280,Taylor,Manhattan,East Village,40.72528,-73.97882,Entire home/apt,165,4,38,16/06/2019,0.8,1,0
252,Cozy Nolita Apartment,2574856,Audrey,Manhattan,Nolita,40.72051,-73.99513,Entire home/apt,225,2,29,27/04/2019,0.68,1,176
253,10 mins/Airports JFK/LGA/Hosp/malls bus/train#2,126247863,Seeranie,Queens,Richmond Hill,40.68932,-73.82047,Private room,35,1,56,4/07/2019,3,2,359
254,Cozy apartment in the East Village,16149213,David,Manhattan,East Village,40.72541,-73.98398,Entire home/apt,174,2,6,19/05/2019,2.12,1,5
255,Cozy Bedroom in the heart of Williamsburg,107058927,Laura,Brooklyn,Williamsburg,40.71957,-73.95828,Private room,50,4,0,,,1,0
256,Spacious & Cosy 1BR apt in Gramercy with balcony!,1252131,Gianni,Manhattan,Kips Bay,40.73955,-73.98243,Entire home/apt,199,30,36,31/05/2019,0.98,1,242
257,Convenient Upper West Apt- Sleeps 3,28504839,Yina,Manhattan,Upper West Side,40.7863,-73.97658,Entire home/apt,150,3,5,20/09/2017,0.13,1,0
258,Amazing apartment,38969811,Lea,Manhattan,Upper East Side,40.78135,-73.95194,Private room,100,6,0,,,1,0
259,RH COZY HOME,199954647,Danny,Queens,Richmond Hill,40.69666,-73.83415,Entire home/apt,100,3,15,1/01/2019,1.33,1,0
260,"1 bedroom w/ Queen bed, 5 minutes from Manhattan.",36815239,Henry,Queens,Long Island City,40.75293,-73.93757,Private room,74,1,210,27/06/2019,5.66,1,33
261,Greenpoint Spacious Loft,737585,Pat,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,16/06/2019,1.09,1,22
262,Private Bedroom in Hudson Heights Manhattan,161617875,Tyge,Manhattan,Washington Heights,40.85221,-73.93916,Private room,97,2,0,,,2,0
263,Cosy & quiet room in Brooklyn steps to the subway,110348515,Pauline,Brooklyn,Greenpoint,40.72965,-73.95707,Private room,98,2,7,1/04/2018,0.34,1,0
264,Charming West Village studio in Landmarked Mansion,127667513,Michelle,Manhattan,Greenwich Village,40.72781,-74.00039,Entire home/apt,185,30,0,,,1,342
265,Colorful Artistic Williamsburg Apt,530032,Lee And Tara,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,1/03/2019,0.31,1,0
266,YOU ROOM IN NYC,1366310,Janina,Queens,Woodside,40.74377,-73.91225,Private room,75,2,251,7/07/2019,2.92,2,317
267,❤ART of Chelsea | 1bd rm | Walk/bike everywhere!,60105727,Lee,Manhattan,Chelsea,40.74067,-74.00013,Entire home/apt,196,3,90,29/06/2019,3.09,2,186
268,Comfortable Sofa Bed For Rent In NYC. Female ONLY,197368927,Cebile,Brooklyn,Sheepshead Bay,40.6093,-73.95211,Shared room,40,2,8,8/06/2019,2.55,8,358
269,Private room in light + plant filled zen oasis!!,23276234,Samantha,Brooklyn,Williamsburg,40.70905,-73.95315,Private room,90,3,2,21/04/2019,0.71,1,0
270,Queens House bedroom 1,213111794,Desmond,Queens,Cambria Heights,40.6844,-73.74601,Private room,250,1,2,8/10/2018,0.2,4,365
271,Chelsea 2-Bedroom Doorman Apt NEW,24430182,Carole,Manhattan,Chelsea,40.74318,-73.9982,Entire home/apt,129,1,6,27/11/2016,0.13,1,0
272,"2 Bedroom, UES",37904263,Talal,Manhattan,Upper East Side,40.76364,-73.9588,Entire home/apt,120,5,5,20/07/2016,0.13,1,0
273,Studio Apartment UES - 12/31 - 1/14 Availablity,73643863,Lauren,Manhattan,Upper East Side,40.77675,-73.95206,Entire home/apt,95,3,0,,,1,0
274,Doorman nice 1bd/ United Nations!!,1475015,Mike,Manhattan,Murray Hill,40.74915,-73.97196,Entire home/apt,87,30,7,31/05/2019,0.12,52,340
275,Co-op Apartment in The Lombardy Hotel- 250 sq. ft.,100829279,Ian,Manhattan,Midtown,40.76195,-73.97148,Entire home/apt,210,1,202,15/06/2019,6.4,3,211
276,Art & home,28907641,Sherry,Queens,Flushing,40.76314,-73.83,Private room,60,1,112,1/07/2019,7.55,2,84
277,Brooklyn Nook,9974520,Michael,Brooklyn,Greenpoint,40.72804,-73.94599,Private room,45,2,1,23/08/2016,0.03,1,0
278,Cozy Bedroom in Williamsburg - 5 min from L train,44090067,Khaula,Brooklyn,Williamsburg,40.71623,-73.94328,Private room,70,1,30,5/07/2019,4.33,1,8
279,BROWNSTONE BUILDING IN CLINTON HILLS,33977124,Donovan,Brooklyn,Bedford-Stuyvesant,40.68704,-73.95565,Private room,65,2,0,,,2,189
280,Upper West Side Studio,24708016,Clark,Manhattan,Upper West Side,40.78228,-73.97748,Entire home/apt,170,3,11,19/08/2018,0.31,1,0
281,Relaxing place for recharge energy,110907551,Maria,Manhattan,Midtown,40.74515,-73.9813,Private room,120,1,12,27/06/2019,5,2,156
282,"Gigantic Apartment, Fun Roommates, Best Location!",1837583,Ben,Manhattan,Two Bridges,40.71141,-73.99408,Private room,100,3,0,,,1,0
283,Sunny Lg BR in 2BR apt- sleeps 2,23047797,Marie,Manhattan,Washington Heights,40.85658,-73.92656,Private room,70,2,7,28/09/2016,0.13,1,0
284,Nice room in Astoria 20min to Manhattan,1172202,Funda,Queens,Ditmars Steinway,40.76984,-73.90779,Private room,45,1,7,22/06/2019,2.5,5,29
285,Sunny Chelsea Studio + Balcony (Central Location),15901859,Jonah,Manhattan,Chelsea,40.74216,-73.99673,Entire home/apt,127,5,30,24/06/2019,2,1,32
286,Entire 2 bedroom Brownstone apt - Bedstuy Brooklyn,1302843,Rebeca,Brooklyn,Bedford-Stuyvesant,40.68891,-73.93663,Entire home/apt,200,3,28,14/06/2019,1.78,1,25
287,Cozy and Convenient,158406020,Marvin,Brooklyn,East Flatbush,40.65105,-73.93034,Private room,47,1,9,2/01/2019,1.05,2,14
288,"Warm, Cozy Room in our Classic Brooklyn Brownstone",4249379,Rachel,Brooklyn,Bedford-Stuyvesant,40.68261,-73.95187,Private room,75,2,17,1/07/2019,1.07,1,115
289,"Luxe, Quiet, Bright 1br in Prime Williamsburg",228872661,Louie,Brooklyn,Williamsburg,40.71191,-73.95568,Entire home/apt,243,1,23,2/07/2019,4.63,1,107
290,Sunny in heart of Williamsburg,57275881,Allegra,Brooklyn,Williamsburg,40.71187,-73.95566,Entire home/apt,250,1,0,,,1,0
291,"UWS 1BR, Landmarked Townhouse, Sunny (4B)",106837455,Lisa,Manhattan,Upper West Side,40.78463,-73.98303,Entire home/apt,119,30,1,31/05/2017,0.04,8,310
292,Fresh and cozy male room on Manhattan III,39528519,Max,Manhattan,Lower East Side,40.7111,-73.98865,Shared room,32,14,4,9/02/2019,0.25,28,341
293,Long Island City Penthouse 1 stop 2 Manhattan,217922,Eileen,Queens,Long Island City,40.74859,-73.93904,Entire home/apt,110,30,32,17/05/2019,0.84,1,66
294,"Large 2 bedroom apartment,  100% private, Bushwick",62649248,Benjamin,Brooklyn,Bushwick,40.70663,-73.9175,Entire home/apt,100,30,28,26/04/2019,0.81,2,87
295,Affordable Midtown East 2 bedrooms/2 bathrooms,269264973,Dima,Manhattan,Midtown,40.75903,-73.96669,Entire home/apt,199,7,0,,,1,134
296,Quaint Studio. 20 mins to City,59839625,Odi,Queens,Sunnyside,40.74211,-73.91646,Entire home/apt,105,2,48,16/06/2019,1.42,1,13
297,"Renovated pre-war flat, terrace, & garden",230683611,Melissa,Manhattan,Hell's Kitchen,40.76238,-73.99259,Entire home/apt,180,2,2,21/02/2019,0.32,1,0
298,Sunny and Zen room in Chelsea,44731956,Raymond,Manhattan,Chelsea,40.74147,-73.99908,Private room,100,4,0,,,1,0
299,Comfortable bed in a great room!,12720552,Julie,Brooklyn,Bushwick,40.70161,-73.92919,Shared room,50,1,9,5/05/2019,0.19,5,365
300,"Huge, Cozy Brooklyn Duplex with Backyard",142662928,Nell,Brooklyn,Bedford-Stuyvesant,40.69292,-73.93463,Entire home/apt,160,5,0,,,1,0
301,Comfortable Crown Heights Room,6023360,Ali,Brooklyn,Crown Heights,40.67221,-73.95584,Private room,50,1,1,16/05/2015,0.02,1,0
302,A COZY NYC STUDIO APARTMENT 20 minutes to Union Sq,171668854,Marko,Queens,Ridgewood,40.71191,-73.90631,Entire home/apt,60,4,2,10/03/2019,0.19,1,0
303,"EAST VILLAGE STUDIO, sunny & quiet",277747,Josh,Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,10/11/2014,0.23,1,0
304,Bright Spacious BK Room with Bath,22118802,Sara,Brooklyn,Bushwick,40.7007,-73.92359,Private room,90,3,3,1/12/2016,0.09,1,0
305,Awesome Room in the Heart of Bushwick!,23826651,Lorenzo,Brooklyn,Bushwick,40.70364,-73.92769,Private room,50,7,0,,,1,0
306,Clean Cozy Home,256502464,Paul,Manhattan,Harlem,40.82817,-73.94598,Private room,55,1,1,23/06/2019,1,3,35
307,"Bushwick Garden Flat (Brooklyn, NY)",1257048,Esther,Brooklyn,Bushwick,40.68624,-73.9122,Entire home/apt,150,3,54,16/06/2019,2.6,1,59
308,The cutest little bungalow in Rockaway!,45364547,Lauren,Queens,Arverne,40.59384,-73.79392,Entire home/apt,300,2,1,23/06/2019,1,1,2
309,All Girls Studio Apt.,145041366,Anchal,Manhattan,Kips Bay,40.74374,-73.97998,Entire home/apt,200,7,0,,,1,90
310,Spacious room and private bath in Williamsburg,18883243,Mika,Brooklyn,Williamsburg,40.71937,-73.9549,Private room,75,14,1,25/05/2019,0.67,1,0
311,Nice central bushwick room with backyard,114413305,Bryant,Brooklyn,Bushwick,40.6949,-73.90954,Private room,45,1,1,7/07/2019,1,1,30
312,Williamsburg Large Modern Studio,431884,Morgan,Brooklyn,Williamsburg,40.71532,-73.93951,Entire home/apt,115,4,38,2/01/2019,0.89,1,0
313,Private Bath/Master Bedroom Astoria,1411399,Carlos,Queens,Astoria,40.76799,-73.91234,Private room,109,1,2,12/05/2016,0.04,5,138
314,Quiet & Clean Retreat in the City,275459,I,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,3,7,24/05/2019,0.07,1,351
315,Three-bedroom apartment in beautiful house,26564745,Lisa And Jessica,Brooklyn,Prospect-Lefferts Gardens,40.65649,-73.95854,Entire home/apt,174,5,17,3/01/2016,0.32,1,15
316,Large apt in heart of Williamsburg,9997747,Devon,Brooklyn,Williamsburg,40.71906,-73.95798,Entire home/apt,200,3,7,27/06/2016,0.12,1,0
317,Large one separate bedroom,90315649,Mike,Manhattan,East Harlem,40.79241,-73.94058,Entire home/apt,135,4,3,19/06/2018,0.12,1,0
318,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.6863,-73.96765,Private room,135,4,84,1/07/2019,0.77,3,365
319,* GRAMERCY * TOP LOCATION * ULTRA MODERN BEDROOM,214029598,Stav,Manhattan,Stuyvesant Town,40.73389,-73.98016,Private room,120,3,3,6/01/2019,0.33,1,0
